0,9d99e0c01bea-Hudep2_ATAC,208b261f9712-Hudep2_D3_merged_CTCF.all,c901e1d003c0-Hudep2_BCL11A,f5c02463d20c-Hudep2_D0_GATA1.all,73b80df8d18d-HUDEP2_LRF_CHIP,f60a6201d4a2-Hudep2_D3_merged_GATA1.all,e4c0e83f0766-Hudep2_D3_merged_KLF1.all,2f18922967dc-Hudep2_D3_merged_LDB1.all,d29509edf3ff-Hudep2_D3_merged_TAL1.all
chr19:13264537-13264538,292.845,51.6756,6.69008,11.7975,79.3533,10.8099,36.6694,21.1674,11.2893
chr19:13273775-13273776,1391.15,27.25,31.9463,16.3616,107.698,19.2107,91.4091,24.0248,17.374000000000002
chr19:13273839-13273840,1681.73,27.7665,40.7045,17.3264,130.32,20.9298,105.876,23.2169,20.2893
chr19:13273841-13273842,1684.04,27.8079,40.8326,17.343,131.333,20.9298,106.194,23.1756,20.3843
chr19:13273859-13273860,1704.79,28.1798,41.9855,17.4917,140.444,20.9298,109.05799999999999,22.8037,21.2397
chr19:13273872-13273873,1692.48,28.4483,42.0496,17.5248,145.264,20.8554,109.68799999999999,22.6343,21.6343
chr19:13273927-13273928,1480.16,29.5661,37.5186,17.3326,170.63400000000001,19.8595,108.194,21.7087,22.7521
chr19:13273928-13273929,1474.69,29.5806,37.3822,17.3244,171.037,19.8326,108.105,21.6921,22.7583
chr19:13283350-13283351,248.558,10.5558,6.23347,18.2707,39.1942,18.6219,13.8554,6.42769,4.75826
chr19:13305557-13305558,114.719,142.543,1.9814,11.9256,25.2459,7.973139999999999,14.5124,10.9318,10.812000000000001
chr19:13305595-13305596,108.244,132.58100000000002,1.97521,11.9855,24.2955,7.6074399999999995,14.6405,12.1116,10.0847
chr19:13305596-13305597,107.88799999999999,132.11,1.97107,11.9731,24.2624,7.57645,14.6467,12.1508,10.0455
chr19:13323773-13323774,207.248,56.718999999999994,0.48760299999999995,5.5206599999999995,25.6674,3.75826,11.2707,7.411160000000001,4.80785
chr19:13323782-13323783,215.95,59.0248,0.561983,5.57645,26.2438,3.8884300000000005,11.5868,7.50413,5.16116
chr19:13323850-13323851,240.06,72.4938,1.59917,5.56612,30.3409,4.56198,14.219000000000001,8.336780000000001,8.05372
chr19:13323853-13323854,239.0,72.7913,1.67355,5.57231,30.4897,4.574380000000001,14.3244,8.36777,8.17769
chr19:13323856-13323857,237.94,73.0888,1.74793,5.57851,30.6384,4.58678,14.4298,8.398760000000001,8.30165
chr19:13323859-13323860,236.88,73.3864,1.8223099999999999,5.58471,30.7872,4.59917,14.5351,8.42975,8.42562
chr19:13323868-13323869,230.824,73.2707,2.0124,5.60331,30.9194,4.60331,14.7025,8.48967,8.599169999999999
chr19:13323889-13323890,215.855,72.7066,2.44628,5.64669,31.1364,4.60331,15.0496,8.61983,8.94628
chr19:13323890-13323891,214.419,72.5661,2.46694,5.65496,31.125999999999998,4.59711,15.0558,8.62603,8.95041
chr19:13345585-13345586,66.7087,35.8409,0.0,2.98347,17.2562,2.9214900000000004,8.708680000000001,6.61983,1.99174
chr19:13352742-13352743,55.4504,14.2996,0.878099,1.80372,17.2479,1.14669,7.088839999999999,5.78099,5.20248
chr19:13352744-13352745,55.2025,14.2459,0.8946280000000001,1.8285099999999999,17.2893,1.14669,7.097110000000001,5.7438,5.15289
chr19:13352752-13352753,54.2107,14.030999999999999,0.960744,1.9276900000000001,17.4545,1.14669,7.13017,5.59504,4.95455
chr19:13373356-13373357,72.7893,90.9008,2.89669,16.3264,29.9835,21.6839,9.48554,13.5537,4.19421
chr19:13373405-13373406,107.38,100.087,4.44421,17.2769,31.5145,28.9132,10.124,13.9318,5.5433900000000005
chr19:13373455-13373456,122.455,96.376,5.82231,17.5868,33.2335,33.3678,10.7087,14.064,7.925619999999999
chr19:13373457-13373458,122.76,95.9835,5.88017,17.5826,33.2665,33.5207,10.7252,14.0517,8.02893
chr19:13388126-13388127,246.298,133.196,2.7747900000000003,14.6591,57.6653,10.719000000000001,44.0496,15.6942,12.780999999999999
chr19:13388931-13388932,107.145,100.285,1.6405,10.6281,31.1653,5.89669,16.2314,9.9814,4.04959
chr19:13389014-13389015,132.037,111.163,2.81818,12.6632,30.374000000000002,5.07851,19.9029,11.8017,3.08678
chr19:13389015-13389016,131.754,110.988,2.83264,12.6715,30.3326,5.06405,19.9277,11.7955,3.08678
chr19:13389035-13389036,126.09299999999999,107.475,3.1219,12.8368,29.5062,4.77479,20.4236,11.6715,3.08678
chr19:13477460-13477461,14.9814,49.9628,1.10331,6.44008,15.9236,2.2231400000000003,6.11364,9.01033,4.010330000000001
chr19:13477462-13477463,15.1302,50.2686,1.09917,6.4566099999999995,15.9483,2.20661,6.14669,9.03512,4.03926
chr19:13477463-13477464,15.2045,50.4215,1.09711,6.46488,15.9607,2.19835,6.16322,9.04752,4.053719999999999
chr19:13477489-13477490,17.1384,54.3967,1.04339,6.67975,16.2831,1.98347,6.592980000000001,9.36983,4.42975
chr19:13477497-13477498,17.8988,55.5041,1.05992,6.696280000000001,16.2665,1.8843,6.675619999999999,9.50207,4.52893
chr19:13477508-13477509,18.9442,57.0269,1.08264,6.719010000000001,16.2438,1.74793,6.7892600000000005,9.68388,4.66529
chr19:13477515-13477516,19.3926,57.5207,1.10744,6.68182,16.188,1.6714900000000001,6.80992,9.79959,4.7314
chr19:13477517-13477518,19.4959,57.6074,1.1157,6.66529,16.1674,1.65083,6.80992,9.83264,4.74793
chr19:13477518-13477519,19.5475,57.6508,1.1198299999999999,6.657019999999999,16.157,1.6405,6.80992,9.849169999999999,4.7562
chr19:13539332-13539333,43.2769,40.2541,1.9276900000000001,10.8037,13.5103,5.35537,15.4112,14.0992,4.66942
chr19:13539357-13539358,51.5723,41.9711,2.10537,11.1488,14.2707,5.52479,16.0517,13.7665,5.24587
chr19:13539408-13539409,59.1653,41.6963,2.5268599999999997,10.6074,15.1983,5.7624,15.5103,12.9525,5.83678
chr19:13539409-13539410,59.2417,41.6591,2.53512,10.5868,15.2107,5.76446,15.4814,12.9277,5.84504
chr19:13539426-13539427,58.7231,40.6302,2.6095,10.1364,15.124,5.6673599999999995,14.8574,12.6054,5.88636
chr19:13539434-13539435,58.4256,40.1343,2.64256,9.921489999999999,15.0744,5.61777,14.5599,12.4566,5.90289
chr19:13539445-13539446,56.9876,38.9938,2.67562,9.51446,14.9566,5.54959,13.9897,12.2025,5.86364
chr19:13539446-13539447,56.7789,38.8554,2.67769,9.46901,14.9421,5.5433900000000005,13.9256,12.1756,5.85537
chr19:13541934-13541935,54.0351,62.8182,1.31405,7.5,15.6591,1.6570200000000002,8.46074,4.34711,3.4855400000000003
chr19:13541935-13541936,54.4339,63.0682,1.30992,7.5186,15.7004,1.67355,8.47521,4.32645,3.49174
chr19:13541952-13541953,61.9917,68.2045,1.23967,8.022730000000001,16.2149,2.06198,8.66736,3.94835,3.67769
chr19:13541971-13541972,68.7066,72.75,1.16116,8.55992,16.3843,2.44215,8.79545,3.67562,3.8677699999999997
chr19:13542059-13542060,74.5269,79.1942,0.628099,10.1942,13.345,3.9876,8.48554,3.43802,5.1343
chr19:13637552-13637553,52.6591,31.0558,0.272727,5.21901,9.607439999999999,2.0,6.66942,8.97521,3.90496
chr19:13637554-13637555,53.031000000000006,31.1467,0.256198,5.19835,9.62397,2.0,6.652889999999999,8.94215,3.94215
chr19:13637557-13637558,53.5888,31.2831,0.23140500000000003,5.1673599999999995,9.648760000000001,2.0,6.6281,8.892560000000001,3.99793
chr19:13648485-13648486,38.5702,5.5,1.0867799999999999,5.25,8.52479,1.8450400000000002,5.1219,2.89669,2.09504
chr19:13648517-13648518,47.2479,5.5,1.6115700000000002,5.1343,7.93182,1.9111599999999997,5.78719,3.22727,2.19215
chr19:13649468-13649469,39.3926,2.8905,1.08264,4.2933900000000005,16.0599,8.956610000000001,7.533060000000001,7.072310000000001,6.88017
chr19:13649469-13649470,39.3285,2.88017,1.09711,4.2933900000000005,16.0599,8.956610000000001,7.5392600000000005,7.095039999999999,6.87603
chr19:13649581-13649582,31.0909,3.5475199999999996,2.29339,5.69421,13.2583,8.0062,8.84711,9.94421,6.67355
chr19:13694055-13694056,130.649,5.51446,10.1777,15.5971,17.3533,28.9174,20.5847,32.1839,20.2996
chr19:13694057-13694058,132.674,5.49793,10.2975,15.6302,17.3946,29.1777,20.7004,32.3946,20.4855
chr19:13694114-13694115,163.136,4.93182,11.9566,14.812000000000001,17.2169,34.0475,22.438000000000002,34.2851,24.6942
chr19:13694115-13694116,163.244,4.92149,11.9483,14.7851,17.1921,34.0992,22.4525,34.2541,24.7583
chr19:13694137-13694138,165.607,4.69421,11.7665,14.1942,16.6467,35.2355,22.7707,33.5723,26.1674
chr19:13694138-13694139,165.715,4.68388,11.7583,14.1674,16.6219,35.2872,22.7851,33.5413,26.2314
chr19:13694145-13694146,164.335,4.58678,11.5764,13.9545,16.3492,35.5248,22.8244,33.0021,26.7045
chr19:13694148-13694149,163.591,4.5433900000000005,11.4897,13.8616,16.2252,35.6178,22.8368,32.7479,26.9091
chr19:13694150-13694151,163.095,4.51446,11.4318,13.7996,16.1426,35.6798,22.845,32.5785,27.0455
chr19:13694152-13694153,162.599,4.48554,11.374,13.7376,16.0599,35.7417,22.8533,32.4091,27.1818
chr19:13694187-13694188,148.00799999999998,4.14669,10.1384,12.9318,14.8368,35.8781,22.5517,29.2769,28.843000000000004
chr19:13700175-13700176,162.221,106.215,4.52686,9.15702,34.4318,4.45248,10.4256,19.0868,6.47521
chr19:13700267-13700268,210.50799999999998,137.767,3.8843,11.4215,39.3698,3.57645,15.843,15.1839,7.25
chr19:13700268-13700269,210.048,137.69799999999998,3.8801699999999997,11.436,39.3698,3.57025,15.8719,15.126,7.25
chr19:13700277-13700278,205.90099999999998,137.085,3.8429800000000003,11.5661,39.3698,3.5144599999999997,16.1322,14.6054,7.25
chr19:13700279-13700280,204.979,136.94799999999998,3.83471,11.595,39.3698,3.50207,16.1901,14.4897,7.25
chr19:13802787-13802788,48.3326,3.44421,0.642562,11.8574,11.655,13.4525,8.45248,16.2293,17.2624
chr19:13802789-13802790,47.7789,3.4400800000000005,0.613636,11.8864,11.6798,13.4731,8.42355,16.1508,17.2831
chr19:13802796-13802797,45.0165,3.42562,0.5557850000000001,11.9298,11.7955,13.5165,8.206610000000001,15.6446,17.2831
chr19:13828253-13828254,801.798,59.7087,6.2314,36.376,36.6467,84.8202,55.7087,60.8285,61.6157
chr19:13828255-13828256,815.0989999999999,60.1963,6.28926,36.7149,36.8822,85.6674,56.0351,61.345,62.1281
chr19:13828290-13828291,977.845,65.0248,7.444210000000001,40.6694,39.312,95.9318,59.0455,67.7707,67.6756
chr19:13828291-13828292,981.57,65.0992,7.49587,40.781,39.3554,96.2293,59.0826,67.9318,67.8079
chr19:13828292-13828293,985.295,65.1736,7.54752,40.8926,39.3988,96.5269,59.1198,68.093,67.9401
chr19:13828293-13828294,989.0210000000001,65.2479,7.59917,41.0041,39.4421,96.8244,59.157,68.2541,68.0723
chr19:13828294-13828295,992.7460000000001,65.3223,7.65083,41.1157,39.4855,97.1219,59.1942,68.4153,68.2045
chr19:13828300-13828301,1015.1,65.7686,7.9607399999999995,41.7851,39.7459,98.90700000000001,59.4174,69.3822,68.9979
chr19:13828302-13828303,1022.55,65.9174,8.06405,42.0083,39.8326,99.5021,59.4917,69.7045,69.2624
chr19:13830949-13830950,414.93,11.314,6.34711,28.5517,25.5847,67.1715,81.8719,61.2314,38.3079
chr19:13830952-13830953,407.913,11.4194,6.35331,28.2479,25.6343,66.1488,81.5496,60.8347,37.7314
chr19:13832309-13832310,78.2789,109.06,2.4214900000000004,8.7438,22.0744,5.96901,9.291319999999999,8.11364,10.2686
chr19:13832312-13832313,78.4112,108.40100000000001,2.43595,8.75413,22.0207,5.96074,9.25826,8.05579,10.124
chr2:57724836-57724837,44.968999999999994,42.6983,5.49793,4.91322,9.776860000000001,2.39463,9.8657,8.857439999999999,3.05165
chr2:57724848-57724849,44.1942,43.0702,5.59091,4.65909,10.3781,2.46901,9.79752,8.83264,2.97107
chr2:57724857-57724858,43.376000000000005,43.218999999999994,5.66529,4.45455,10.8802,2.5247900000000003,9.74174,8.79545,2.91529
chr2:57724858-57724859,43.2851,43.2355,5.67355,4.43182,10.936,2.53099,9.73554,8.791319999999999,2.90909
chr2:57724859-57724860,43.1942,43.2521,5.68182,4.40909,10.9917,2.5371900000000003,9.729339999999999,8.787189999999999,2.90289
chr2:57724861-57724862,42.9566,43.2211,5.69421,4.36983,11.0888,2.54752,9.71074,8.770660000000001,2.89669
chr2:57724862-57724863,42.8099,43.1736,5.69835,4.35331,11.1302,2.55165,9.69835,8.75826,2.89669
chr2:57987102-57987103,261.849,70.1198,1.0,9.793389999999999,20.7169,7.840910000000001,14.7789,8.25207,3.96901
chr2:57987104-57987105,267.738,71.0455,1.0,9.8843,20.8988,7.8657,15.0062,8.3843,4.02686
chr2:58004254-58004255,574.581,5.68182,9.05579,111.12200000000001,18.2314,138.415,32.4298,62.655,60.0971
chr2:58004315-58004316,608.812,5.53926,11.8512,118.079,16.1529,145.213,30.2562,63.4917,60.2624
chr2:58004316-58004317,607.4209999999999,5.53512,11.8595,117.946,16.1136,145.08700000000002,30.1983,63.3926,60.2211
chr2:58004334-58004335,582.393,5.46074,12.0083,115.566,15.407,142.81799999999998,29.156999999999996,61.6074,59.4773
chr2:58004344-58004345,559.913,5.42975,12.0496,113.211,14.8905,140.463,28.3616,59.9855,58.7955
chr2:58004345-58004346,556.808,5.42769,12.0496,112.87200000000001,14.8264,140.118,28.2603,59.7603,58.7004
chr2:58055420-58055421,27.6364,1.41736,2.9814,1.80372,6.636360000000001,2.21901,1.8347099999999998,0.0640496,0.41735500000000003
chr2:58055464-58055465,33.8802,1.75826,3.10331,3.0413200000000002,5.94008,3.18802,2.0,0.258264,0.5
chr2:58055474-58055475,34.7686,1.8615700000000002,3.10331,3.3099199999999995,5.94008,3.41529,2.0,0.320248,0.5
chr2:58055475-58055476,34.8574,1.8719,3.10331,3.33678,5.94008,3.43802,2.0,0.326446,0.5
chr2:58055532-58055533,37.0888,2.72727,2.88017,5.1281,6.342980000000001,4.54959,2.0888400000000003,0.811983,0.411157
chr2:58055544-58055545,36.6653,2.94628,2.79545,5.49174,6.553719999999999,4.70868,2.1343,0.942149,0.376033
chr2:58133479-58133480,115.963,88.9401,0.46281000000000005,8.1405,16.7293,9.98554,19.2727,9.3595,9.09298
chr2:58266383-58266384,47.218999999999994,4.30165,0.8884299999999999,11.7211,8.394630000000001,8.56405,3.34091,7.58058,3.44421
chr2:58273832-58273833,1802.95,19.1653,22.2913,9.2686,55.7438,13.876,76.5723,16.9731,15.0145
chr2:58273837-58273838,1816.82,19.4132,22.3946,9.30992,56.2397,13.969000000000001,76.6963,17.0041,15.2107
chr2:58274155-58274156,618.452,18.8244,5.21901,15.219000000000001,54.3037,8.55372,47.1012,10.3347,13.030999999999999
chr2:58274178-58274179,631.477,17.3347,6.09091,15.0165,53.7045,8.58058,45.8264,10.3306,11.9442
chr2:58274179-58274180,632.227,17.2789,6.13017,15.0041,53.6839,8.58264,45.7769,10.3326,11.8988
chr2:58274223-58274224,681.2539999999999,14.655,8.61983,13.8967,53.0971,8.7438,43.2851,10.564,9.46488
chr2:58274228-58274229,686.7289999999999,14.4277,8.909089999999999,13.7521,53.1178,8.76446,43.0682,10.595,9.2376
chr2:58274229-58274230,687.824,14.3822,8.96694,13.7231,53.1219,8.7686,43.0248,10.6012,9.19215
chr2:58274259-58274260,728.94,12.7293,10.9917,12.6901,53.1632,8.97521,41.4339,10.9938,7.49793
chr2:58274260-58274261,730.448,12.6694,11.064,12.6529,53.1632,8.98347,41.376000000000005,11.0103,7.43595
chr2:58274351-58274352,790.345,10.1426,13.1446,11.2769,50.345,8.82645,38.6715,13.3017,5.175619999999999
chr2:58274352-58274353,790.541,10.1219,13.1281,11.2769,50.2665,8.81198,38.6446,13.3471,5.17355
chr2:58274499-58274500,695.893,11.8988,7.95455,12.4545,35.1756,6.40289,33.6983,16.4587,7.863639999999999
chr2:58274555-58274556,581.936,13.7252,6.925619999999999,11.4979,28.8368,6.79752,30.0723,14.3017,7.15083
chr2:58274572-58274573,539.822,14.0289,6.803719999999999,10.9607,27.6942,7.16322,28.9298,13.4669,6.54959
chr2:58274573-58274574,537.521,14.0413,6.799589999999999,10.9298,27.6446,7.18595,28.8698,13.4215,6.5124
chr2:58274579-58274580,523.711,14.1157,6.774789999999999,10.7438,27.3471,7.322310000000001,28.5103,13.1488,6.28926
chr2:58274590-58274591,496.86400000000003,14.2417,6.719010000000001,10.3843,26.7893,7.572310000000001,27.8223,12.6343,5.8719
chr2:58274620-58274621,392.091,14.1798,6.34711,9.0,25.3636,8.171489999999999,25.4256,11.0434,4.65289
chr2:58274862-58274863,51.4525,11.1074,3.90909,6.40083,20.6116,12.2376,15.6116,7.84917,8.892560000000001
chr2:58274866-58274867,51.4525,11.1157,3.83471,6.37603,20.4298,12.312000000000001,15.5289,7.840910000000001,8.98347
chr2:58274894-58274895,50.9463,11.1632,3.28306,6.20248,19.0537,12.9153,14.8988,7.77273,9.723139999999999
chr2:58274898-58274899,50.5413,11.1632,3.18388,6.17769,18.7893,13.0558,14.7748,7.7562,9.89669
chr2:58274900-58274901,50.3388,11.1632,3.1343,6.16529,18.657,13.126,14.7128,7.74793,9.98347
chr2:58274909-58274910,49.4277,11.1632,2.9111599999999997,6.1095,18.062,13.4421,14.4339,7.7107399999999995,10.374
chr2:58274960-58274961,37.7645,10.6798,2.05992,6.21694,16.0764,15.0537,12.9194,7.73347,12.4876
chr2:58274961-58274962,37.5062,10.6694,2.05372,6.22727,16.0579,15.0764,12.8926,7.7376,12.5331
chr2:58275332-58275333,122.15100000000001,9.892560000000001,2.9876,18.064,15.2583,77.0764,21.7045,38.2087,33.7438
chr2:58275363-58275364,135.17600000000002,9.64669,2.9979299999999998,17.7521,14.8967,74.2996,20.6364,38.3079,32.5599
chr2:58275365-58275366,135.461,9.64669,2.9855400000000003,17.6983,14.8967,74.0103,20.5413,38.2293,32.4649
chr2:58275366-58275367,135.60299999999998,9.64669,2.97934,17.6715,14.8967,73.8657,20.4938,38.1901,32.4174
chr2:58275367-58275368,135.746,9.64669,2.9731400000000003,17.6446,14.8967,73.7211,20.4463,38.1508,32.3698
chr2:58275374-58275375,136.744,9.64669,2.92975,17.4566,14.8967,72.7087,20.1136,37.876,32.0372
chr2:58275393-58275394,138.262,9.671489999999999,2.7624,16.8306,14.8884,69.4814,19.1281,36.8574,31.0269
chr2:58301054-58301055,293.5,4.6157,3.7562,34.5145,24.281,6.32851,19.3326,3.92769,4.53512
chr2:58301072-58301073,306.194,4.57851,3.8181800000000004,36.126,24.4917,7.1466899999999995,19.6674,3.9648800000000004,4.510330000000001
chr2:58301074-58301075,307.062,4.574380000000001,3.82231,36.2624,24.4876,7.22934,19.688,3.96901,4.50207
chr2:58301092-58301093,313.421,4.5433900000000005,3.83471,37.4029,24.4194,8.01033,19.7934,4.0433900000000005,4.43388
chr2:58301121-58301122,305.961,4.56612,3.65496,38.0186,23.9917,9.340910000000001,19.1322,4.48554,4.39669
chr2:58311440-58311441,21.9421,3.67355,1.67562,3.5351199999999996,11.6777,10.1302,6.3615699999999995,2.67562,2.02273
chr2:58311442-58311443,22.6364,3.67355,1.7004099999999998,3.57231,11.6736,10.1921,6.3781,2.7004099999999998,2.0144599999999997
chr2:58311444-58311445,23.3306,3.67355,1.72521,3.6095,11.6694,10.2541,6.39463,2.7252099999999997,2.0062
chr2:58311445-58311446,23.6777,3.67355,1.7376,3.6281,11.6674,10.2851,6.40289,2.7376,2.0020700000000002
chr2:58311451-58311452,25.7603,3.67355,1.81198,3.73967,11.655,10.4711,6.45248,2.81198,1.97727
chr2:58311462-58311463,29.3678,3.6900800000000005,1.94835,3.9400800000000005,11.6157,10.7624,6.5433900000000005,2.94421,1.9442099999999998
chr2:58311465-58311466,30.093000000000004,3.7148800000000004,1.98554,3.98967,11.5847,10.780999999999999,6.56818,2.9752099999999997,1.9504099999999998
chr2:58311506-58311507,40.4959,4.2293400000000005,2.42355,4.80785,10.9855,10.6839,6.83678,3.53926,2.10537
chr2:58311533-58311534,44.0971,4.7314,2.45661,5.33471,10.3802,10.0083,6.90083,3.9462800000000002,2.32025
chr2:58326235-58326236,82.0062,3.4731400000000003,2.95661,34.5248,13.7603,46.5888,16.7438,20.2913,23.7438
chr2:58326243-58326244,88.6508,3.3657,2.94835,35.5331,14.0,48.1012,17.0496,21.1839,24.0331
chr2:58326246-58326247,91.5145,3.32231,2.94215,35.9421,14.093,48.6901,17.1674,21.5682,24.1384
chr2:58326247-58326248,92.469,3.30785,2.94008,36.0785,14.124,48.8864,17.2066,21.6963,24.1736
chr2:58326248-58326249,93.4236,3.29339,2.93802,36.2149,14.155,49.0826,17.2459,21.8244,24.2087
chr2:58326384-58326385,135.35299999999998,2.4896700000000003,2.9855400000000003,37.0455,15.9318,50.1674,15.8678,29.8905,22.3471
chr2:58326386-58326387,134.775,2.4938,2.9979299999999998,36.8719,15.9483,49.9318,15.780999999999999,29.8822,22.2686
chr2:58326395-58326396,130.16299999999998,2.5,3.0413200000000002,35.7066,15.9731,48.3264,15.2789,29.6467,21.7541
chr2:58349799-58349800,147.44,5.49793,2.64876,43.8822,18.7769,54.9421,29.3058,31.3058,32.7955
chr2:58349909-58349910,224.157,7.8966899999999995,3.58264,48.3388,22.0847,72.8409,39.3533,38.7211,36.2231
chr2:58349911-58349912,223.68599999999998,7.93802,3.5661199999999997,48.1653,22.1322,72.8533,39.4463,38.657,36.1653
chr2:58349913-58349914,222.78099999999998,7.966939999999999,3.54545,47.9669,22.1694,72.7955,39.4917,38.5537,36.0909
chr2:58349917-58349918,220.97099999999998,8.02479,3.5041300000000004,47.5702,22.2438,72.6798,39.5826,38.3471,35.9421
chr2:58349918-58349919,220.519,8.03926,3.4938,47.4711,22.2624,72.6508,39.6054,38.2955,35.905
chr2:58349923-58349924,218.25599999999997,8.11157,3.44215,46.9752,22.3554,72.5062,39.719,38.0372,35.719
chr2:58349930-58349931,215.08900000000003,8.212810000000001,3.3698300000000003,46.281000000000006,22.4855,72.3037,39.8781,37.6756,35.4587
chr2:58385024-58385025,35.9504,2.7438,0.8615700000000001,10.2727,13.3967,4.35537,8.40702,5.4938,4.07645
chr2:58385025-58385026,36.3843,2.7562,0.871901,10.314,13.3967,4.3781,8.44628,5.5062,4.07025
chr2:58385032-58385033,39.4215,2.84298,0.9442149999999999,10.6033,13.3967,4.53719,8.72107,5.592980000000001,4.02686
chr2:58385056-58385057,54.1198,3.17562,1.33264,11.9814,13.3967,5.46901,9.69835,5.99587,3.8781
chr2:58385078-58385079,66.2355,3.3822300000000003,1.74174,13.093,13.4339,6.35744,10.2355,6.2933900000000005,3.8161199999999997
chr2:58385079-58385080,66.7562,3.3905,1.76033,13.1405,13.436,6.39669,10.2562,6.30579,3.81405
chr2:58385174-58385175,98.8574,3.50207,2.78099,16.6281,10.876,10.2583,9.36777,7.06198,3.39876
chr2:58464935-58464936,87.155,4.31198,4.31198,13.407,8.71694,8.23554,9.144630000000001,8.38843,3.95868
chr2:58465090-58465091,416.94599999999997,6.91736,6.7438,19.405,11.7066,12.3616,5.4566099999999995,9.584710000000001,8.520660000000001
chr2:58465148-58465149,407.126,5.3905,6.175619999999999,18.6963,11.8533,9.8843,5.28719,9.73554,8.67975
chr2:58465152-58465153,400.787,5.23347,6.08471,18.5227,11.8533,9.6281,5.303719999999999,9.70248,8.6219
chr2:58465177-58465178,357.44599999999997,4.42769,5.58678,17.3678,11.7831,8.272730000000001,5.407019999999999,9.42562,8.15496
chr2:58465178-58465179,355.64300000000003,4.39876,5.56818,17.3202,11.7789,8.223139999999999,5.41116,9.413219999999999,8.1343
chr2:58465181-58465182,350.231,4.31198,5.5124,17.1777,11.7665,8.07438,5.42355,9.37603,8.07231
chr2:58675323-58675324,107.18,27.6674,0.7438020000000001,5.09504,13.1219,1.8966900000000002,10.7893,7.5392600000000005,3.10331
chr2:58675376-58675377,127.085,28.5744,0.929752,4.2314,13.4401,2.0062,10.2314,6.904960000000001,2.91736
chr2:58675377-58675378,127.171,28.564,0.931818,4.21901,13.437999999999999,2.0103299999999997,10.219,6.8905,2.9111599999999997
chr2:58675381-58675382,127.51899999999999,28.5227,0.940083,4.16942,13.4298,2.0268599999999997,10.1694,6.83264,2.88636
chr2:58675384-58675385,127.779,28.4917,0.9462809999999999,4.13223,13.4236,2.03926,10.1322,6.7892600000000005,2.86777
chr2:58788606-58788607,91.3967,3.4524800000000004,0.0,11.7314,5.43595,39.9752,5.85124,12.1715,18.5517
chr2:58788616-58788617,91.1653,3.2995900000000002,0.0,11.3967,5.58884,38.7562,5.78512,11.8202,18.2087
chr2:58798544-58798545,226.605,52.7376,4.8595,7.223139999999999,10.0599,2.40083,6.76653,9.55785,4.17149
chr2:58798545-58798546,226.69799999999998,52.8905,4.85744,7.24587,10.1033,2.3843,6.7892600000000005,9.58884,4.15909
chr2:58798546-58798547,226.791,53.0434,4.85537,7.2686,10.1467,2.36777,6.81198,9.61983,4.14669
chr2:58798547-58798548,226.88400000000001,53.1963,4.85331,7.29132,10.1901,2.35124,6.83471,9.650830000000001,4.1343
chr2:58798598-58798599,209.225,56.5372,4.32231,7.84917,12.2045,1.52686,7.50413,10.8574,3.60331
chr2:58798603-58798604,203.93599999999998,56.4236,4.20868,7.8285100000000005,12.4112,1.45455,7.54545,10.9711,3.53099
chr2:58798604-58798605,202.878,56.4008,4.18595,7.824380000000001,12.4525,1.44008,7.553719999999999,10.9938,3.5165300000000004
chr2:58916157-58916158,700.388,11.0041,3.3822300000000003,44.3161,21.531,134.221,23.5744,65.7748,70.1157
chr2:58916182-58916183,742.1610000000001,11.4628,3.23347,43.7727,21.9029,132.08700000000002,24.125999999999998,65.5744,70.374
chr2:58916231-58916232,714.6669999999999,12.2004,3.10331,39.2748,21.3822,119.09899999999999,23.6488,58.6178,64.5888
chr2:58958033-58958034,23.2273,2.56818,1.03719,6.83264,7.90083,2.75,6.0124,4.16116,2.29752
chr2:58958035-58958036,23.5083,2.55992,1.07025,6.845039999999999,7.904960000000001,2.75,6.00826,4.18182,2.30165
chr2:58958037-58958038,23.7893,2.55165,1.10331,6.8574399999999995,7.909089999999999,2.75,6.00413,4.20248,2.30579
chr2:58958044-58958045,24.8347,2.5020700000000002,1.2706600000000001,6.88017,7.944210000000001,2.7396700000000003,5.94835,4.28512,2.32025
chr2:58958045-58958046,24.9876,2.4938,1.29752,6.88223,7.950410000000001,2.7376,5.93802,4.29752,2.32231
chr2:58958059-58958060,27.1281,2.3781,1.67355,6.911160000000001,8.037189999999999,2.7086799999999998,5.7933900000000005,4.47107,2.35124
chr2:58958128-58958129,27.7831,1.80165,3.0,6.3905,8.3595,2.56612,4.77273,4.69215,2.25
chr2:58958132-58958133,27.5434,1.7768599999999999,3.0495900000000002,6.34917,8.400830000000001,2.55785,4.71488,4.675619999999999,2.25
chr2:58958137-58958138,27.2438,1.74587,3.11157,6.29752,8.45248,2.54752,4.64256,4.65496,2.25
chr2:58958138-58958139,27.1839,1.73967,3.12397,6.28719,8.462810000000001,2.54545,4.6281,4.65083,2.25
chr2:58958150-58958151,25.4649,1.6198299999999999,3.25,6.11777,8.5186,2.52066,4.45455,4.4876,2.31818
chr2:58958151-58958152,25.314,1.6095,3.2603299999999997,6.10331,8.522730000000001,2.5186,4.44008,4.47314,2.32438
chr2:58958152-58958153,25.1632,1.59917,3.27066,6.08884,8.526860000000001,2.51653,4.425619999999999,4.45868,2.33058
chr2:58958153-58958154,25.0124,1.58884,3.28099,6.074380000000001,8.53099,2.5144599999999997,4.41116,4.44421,2.33678
