0,a08859b52858-Hudep2_ATAC,fe8785968662-Hudep2_D3_merged_CTCF.all,b0da11c1df50-Hudep2_BCL11A,ba7834bdcc8e-Hudep2_D0_GATA1.all,b5e088a81c17-HUDEP2_LRF_CHIP,841dcfc50d9a-Hudep2_D3_merged_GATA1.all,f746e066cca0-Hudep2_D3_merged_KLF1.all,922003c4a54d-Hudep2_D3_merged_LDB1.all,9a15e4413613-Hudep2_D3_merged_TAL1.all
chr19:13323853-13323854,246.19799999999998,74.2277,1.59406,5.51238,30.7921,4.62376,14.4455,8.40099,8.32178
chr19:13323856-13323857,243.636,74.1312,1.66832,5.5198,30.8292,4.62376,14.505,8.42327,8.38119
chr19:13323859-13323860,241.074,74.0347,1.7425700000000002,5.52723,30.8663,4.62376,14.5644,8.44554,8.44059
chr19:13323868-13323869,233.389,73.745,1.96535,5.5495,30.9777,4.62376,14.7426,8.51238,8.61881
chr19:13323889-13323890,215.455,73.0693,2.48515,5.60149,31.2376,4.62376,15.1584,8.66832,9.03465
chr19:13323890-13323891,214.601,73.0371,2.5099,5.60396,31.25,4.62376,15.1782,8.67574,9.05446
chr19:13345585-13345586,67.5421,35.9332,0.0,3.0297,17.3564,2.9306900000000002,8.77475,6.594060000000001,1.96535
chr19:13352742-13352743,56.354,14.3614,0.8564360000000001,1.7995,17.4579,1.1435600000000001,7.1534699999999996,5.82426,5.23762
chr19:13352744-13352745,56.4183,14.3317,0.8613860000000001,1.8193099999999998,17.5322,1.1386100000000001,7.17822,5.80446,5.20792
chr19:13352752-13352753,56.0149,14.1609,0.903465,1.90842,17.7376,1.12624,7.2401,5.68812,5.0495
chr19:13373356-13373357,71.3119,91.3564,2.84158,16.3812,29.7277,21.3688,9.45792,13.5495,4.0297
chr19:13373405-13373406,109.584,101.68799999999999,4.42079,17.3069,31.4183,29.1931,10.0866,13.9183,5.31683
chr19:13373455-13373456,125.465,97.9109,5.86139,17.703,33.6386,33.7995,10.7748,14.1881,7.98515
chr19:13373457-13373458,125.079,97.3218,5.90099,17.6881,33.604,33.8193,10.7847,14.1683,8.06931
chr19:13388126-13388127,248.51,133.804,2.7797,14.6411,57.8713,10.7624,44.1832,15.7822,12.7871
chr19:13388931-13388932,107.693,100.936,1.64356,10.6782,31.4208,5.9505,16.1535,9.97772,4.05941
chr19:13389014-13389015,133.80200000000002,112.111,2.75743,12.645999999999999,30.3985,5.11881,19.9332,11.8861,3.00495
chr19:13389015-13389016,133.463,111.90100000000001,2.77475,12.6559,30.349,5.10149,19.9629,11.8787,3.00495
chr19:13389035-13389036,126.681,107.693,3.12129,12.854000000000001,29.3589,4.75495,20.5569,11.7302,3.00495
chr19:13477460-13477461,14.8292,49.7079,1.09901,6.47772,15.9084,2.26733,6.08663,8.91337,3.9381199999999996
chr19:13477462-13477463,15.0074,50.0743,1.09406,6.49752,15.9381,2.24752,6.12624,8.94307,3.9727699999999997
chr19:13477463-13477464,15.0965,50.2574,1.09158,6.50743,15.953,2.23762,6.14604,8.95792,3.9901
chr19:13477489-13477490,17.4134,55.0198,1.0272299999999999,6.76485,16.3391,1.9802,6.660889999999999,9.34406,4.44059
chr19:13477497-13477498,18.1262,56.4851,1.0074299999999998,6.844060000000001,16.4579,1.9009900000000002,6.819310000000001,9.46287,4.57921
chr19:13477508-13477509,18.9134,57.4332,1.04455,6.78713,16.3861,1.7673299999999998,6.871289999999999,9.67079,4.70792
chr19:13477515-13477516,19.3465,57.797,1.07921,6.71782,16.2995,1.6806900000000002,6.871289999999999,9.80941,4.77723
chr19:13477517-13477518,19.4703,57.901,1.08911,6.69802,16.2748,1.6559400000000002,6.871289999999999,9.84901,4.79703
chr19:13477518-13477519,19.5322,57.953,1.09406,6.68812,16.2624,1.64356,6.871289999999999,9.86881,4.80693
chr19:13539332-13539333,44.0,40.5272,1.91337,10.8886,13.5124,5.32673,15.5421,14.0941,4.72772
chr19:13539357-13539358,51.7401,42.3144,2.07673,11.3119,14.3119,5.55446,16.2252,13.7797,5.2401
chr19:13539408-13539409,60.3119,42.0916,2.54208,10.7178,15.3069,5.80941,15.7302,13.052,5.89356
chr19:13539409-13539410,60.2673,42.0173,2.54703,10.6856,15.2995,5.80198,15.6856,13.0297,5.89604
chr19:13539426-13539427,59.5099,40.755,2.63119,10.1386,15.1733,5.67574,14.9282,12.651,5.93812
chr19:13539434-13539435,59.1535,40.1609,2.67079,9.88119,15.1139,5.61634,14.5718,12.4728,5.95792
chr19:13539445-13539446,58.6634,39.3441,2.72525,9.52723,15.0322,5.53465,14.0817,12.2277,5.98515
chr19:13539446-13539447,58.6188,39.2698,2.7302,9.49505,15.0248,5.52723,14.0371,12.2054,5.98762
chr19:13541934-13541935,54.6114,63.401,1.32673,7.52475,15.8391,1.68812,8.47772,4.26733,3.5074300000000003
chr19:13541935-13541936,55.0891,63.7005,1.32178,7.54703,15.8886,1.70792,8.49505,4.24257,3.51485
chr19:13541952-13541953,62.9901,68.7104,1.2376200000000002,7.95792,16.604,2.0544599999999997,8.7599,3.84901,3.6534699999999996
chr19:13541971-13541972,69.2921,72.84899999999999,1.1435600000000001,8.52228,16.5099,2.4306900000000002,8.85396,3.66089,3.8415800000000004
chr19:13542059-13542060,75.9653,80.0569,0.653465,10.2252,13.395999999999999,4.04455,8.52723,3.4232699999999996,5.19307
chr19:13637552-13637553,54.2203,31.8193,0.23762399999999997,5.33168,9.53465,1.99505,6.618810000000001,9.06931,3.8168300000000004
chr19:13637554-13637555,54.3144,31.7896,0.227723,5.30198,9.55941,1.9901,6.613860000000001,9.0297,3.86634
chr19:13637557-13637558,54.4554,31.745,0.212871,5.25743,9.59653,1.9826700000000002,6.606439999999999,8.9703,3.9405900000000003
chr19:13648485-13648486,39.3762,5.5,1.10396,5.25,8.50495,1.8391099999999998,5.12129,2.82673,2.13861
chr19:13648517-13648518,47.5446,5.5,1.55941,5.16089,7.94307,1.91832,5.7698,3.14851,2.20545
chr19:13649468-13649469,39.7921,2.89356,1.07426,4.25248,16.1213,8.99752,7.51485,7.01238,6.905939999999999
chr19:13649469-13649470,39.7153,2.88119,1.09158,4.25248,16.1213,8.99752,7.52228,7.0396,6.900989999999999
chr19:13649581-13649582,30.5644,3.5816800000000004,2.32673,5.70792,13.2104,7.98267,8.89109,9.95792,6.65842
chr19:13694055-13694056,131.248,5.56683,10.25,15.8144,17.5223,28.9134,20.5891,32.4554,20.2723
chr19:13694057-13694058,132.653,5.54703,10.3391,15.7946,17.5322,29.1015,20.6634,32.5743,20.4109
chr19:13694114-13694115,164.55,4.94307,12.0965,14.8985,17.3094,34.0322,22.5,34.5644,24.5099
chr19:13694115-13694116,164.678,4.93069,12.0866,14.8663,17.2797,34.0941,22.5173,34.5272,24.5866
chr19:13694137-13694138,167.51,4.65842,11.8688,14.1584,16.6262,35.4554,22.8985,33.7104,26.2748
chr19:13694138-13694139,167.639,4.64604,11.8589,14.1262,16.5965,35.5173,22.9158,33.6733,26.3515
chr19:13694145-13694146,168.54,4.55941,11.7896,13.901,16.3886,35.9505,23.0371,33.4134,26.8886
chr19:13694148-13694149,168.926,4.52228,11.7599,13.8045,16.2995,36.1361,23.0891,33.302,27.1188
chr19:13694150-13694151,168.757,4.49257,11.7153,13.7351,16.2203,36.2351,23.1114,33.1634,27.2772
chr19:13694152-13694153,167.639,4.47277,11.6262,13.6856,16.1411,36.2252,23.0817,32.9455,27.3762
chr19:13694187-13694188,148.059,4.12624,10.0668,12.8193,14.755,36.052,22.5619,29.1337,29.1089
chr19:13700175-13700176,161.894,106.48,4.55693,9.13861,34.4183,4.49257,10.4109,19.1782,6.44554
chr19:13700267-13700268,214.149,138.983,3.91089,11.4307,39.4926,3.61634,15.8614,15.2698,7.25
chr19:13700268-13700269,213.597,138.901,3.90594,11.448,39.4926,3.60891,15.895999999999999,15.2005,7.25
chr19:13700277-13700278,208.62900000000002,138.166,3.86139,11.604000000000001,39.4926,3.5420800000000003,16.2079,14.5767,7.25
chr19:13700279-13700280,207.525,138.002,3.85149,11.6386,39.4926,3.5272300000000003,16.2772,14.4381,7.25
chr19:13802787-13802788,47.6064,3.4084199999999996,0.596535,11.9035,11.6856,13.4678,8.46782,16.1015,17.3391
chr19:13802789-13802790,46.9431,3.4034699999999996,0.5618810000000001,11.9381,11.7153,13.4926,8.43317,16.0074,17.3639
chr19:13802796-13802797,44.6213,3.38614,0.440594,12.0594,11.8193,13.5792,8.31188,15.6782,17.4505
chr19:13828253-13828254,804.554,60.401,6.14356,36.4604,36.896,84.95299999999999,56.198,61.0025,62.1213
chr19:13828255-13828256,814.946,60.6931,6.22277,36.7079,37.0446,85.6015,56.3762,61.4134,62.4629
chr19:13828290-13828291,996.79,65.8045,7.608910000000001,41.0396,39.6436,96.9505,59.495,68.604,68.4406
chr19:13828291-13828292,1001.99,65.9505,7.648510000000001,41.1634,39.7178,97.2748,59.5842,68.8094,68.6114
chr19:13828292-13828293,1007.18,66.0965,7.68812,41.2871,39.7921,97.59899999999999,59.6733,69.0149,68.7822
chr19:13828293-13828294,1012.38,66.2426,7.72772,41.4109,39.8663,97.9233,59.7624,69.2203,68.953
chr19:13828294-13828295,1017.57,66.3886,7.76733,41.5347,39.9406,98.2475,59.8515,69.4257,69.1238
chr19:13828300-13828301,1048.01,67.2079,8.02723,42.2871,40.3639,100.225,60.3416,70.646,70.1361
chr19:13828302-13828303,1050.53,67.1535,8.09158,42.4158,40.3639,100.56200000000001,60.297,70.755,70.2054
chr19:13830949-13830950,427.292,11.3515,6.4901,29.0322,25.849,67.6757,83.2327,62.2673,38.245
chr19:13830952-13830953,419.059,11.448,6.48762,28.6832,25.8589,66.6436,82.7574,61.7723,37.7129
chr19:13832309-13832310,78.8639,110.542,2.32673,8.77228,22.2302,6.0495,9.35396,8.15842,10.4431
chr19:13832312-13832313,78.7896,109.64399999999999,2.34901,8.7797,22.1485,6.02723,9.30941,8.09158,10.2723
chr2:57724836-57724837,45.4827,43.1337,5.52228,4.89604,9.83168,2.39851,9.93812,8.92822,3.01238
chr2:57724848-57724849,45.6906,44.203,5.61139,4.65842,10.3069,2.48762,9.87871,8.98762,2.89356
chr2:57724857-57724858,44.3688,43.9134,5.66337,4.47277,10.7599,2.53713,9.76238,8.88366,2.87624
chr2:57724858-57724859,44.1931,43.8564,5.66832,4.45297,10.8094,2.54208,9.74752,8.86881,2.87624
chr2:57724859-57724860,44.0173,43.7995,5.67327,4.43317,10.8589,2.54703,9.732669999999999,8.85396,2.87624
chr2:57724861-57724862,43.6658,43.6856,5.68317,4.39356,10.9579,2.55693,9.70297,8.82426,2.87624
chr2:57724862-57724863,43.4901,43.6287,5.68812,4.37376,11.0074,2.56188,9.68812,8.80941,2.87624
chr2:57987102-57987103,263.235,70.3366,1.0,9.94554,20.9084,7.888610000000001,14.8589,8.16337,3.9381199999999996
chr2:57987104-57987105,267.968,71.0446,1.0,10.0,21.0272,7.898510000000001,15.0322,8.28218,3.9826699999999997
chr2:58004254-58004255,586.067,5.73762,8.92822,112.40799999999999,18.4703,139.656,32.8515,63.4728,60.5619
chr2:58004315-58004316,617.1659999999999,5.54703,12.0198,119.084,16.2574,146.319,30.4059,63.9851,60.4629
chr2:58004316-58004317,615.5,5.54208,12.0297,118.926,16.2104,146.168,30.3366,63.8663,60.4134
chr2:58004334-58004335,585.515,5.45297,12.2079,116.074,15.3639,143.45,29.0891,61.7277,59.5223
chr2:58004344-58004345,568.856,5.4034699999999996,12.3069,114.49,14.8936,141.941,28.396,60.5396,59.0272
chr2:58004345-58004346,567.191,5.39851,12.3168,114.33200000000001,14.8465,141.79,28.3267,60.4208,58.9777
chr2:58055420-58055421,27.5149,1.42574,2.97772,1.76485,6.613860000000001,2.16337,1.85149,0.051980200000000004,0.42574300000000004
chr2:58055464-58055465,33.9307,1.6856400000000002,3.12376,2.97525,5.87871,3.15099,2.0,0.23514899999999997,0.5
chr2:58055474-58055475,34.995,1.80941,3.12376,3.2970300000000003,5.87871,3.4232699999999996,2.0,0.309406,0.5
chr2:58055475-58055476,35.1015,1.82178,3.12376,3.32921,5.87871,3.4505,2.0,0.316832,0.5
chr2:58055532-58055533,37.3292,2.77228,2.88119,5.17822,6.36139,4.60891,2.08168,0.824257,0.418317
chr2:58055544-58055545,37.1807,3.0099,2.79208,5.56436,6.5396,4.78713,2.11139,0.943069,0.388614
chr2:58133479-58133480,117.292,89.6213,0.455446,8.16832,16.7005,10.0322,19.3267,9.33168,9.08663
chr2:58266383-58266384,48.1287,4.33663,0.915842,11.7896,8.37376,8.50248,3.33416,7.54703,3.4579199999999997
chr2:58273832-58273833,1819.85,19.198,22.546999999999997,9.32178,55.8911,13.9752,76.8342,16.9926,15.0421
chr2:58273837-58273838,1836.47,19.495,22.6708,9.37129,56.4851,14.0866,76.9827,17.0297,15.2772
chr2:58274155-58274156,609.644,18.8639,4.9034699999999996,15.4109,54.1163,8.51485,47.1584,10.2649,13.1856
chr2:58274178-58274179,630.309,17.3267,5.98515,15.0693,53.547,8.57178,45.7921,10.3218,11.9332
chr2:58274179-58274180,631.2080000000001,17.2599,6.03218,15.0545,53.5223,8.57426,45.7327,10.3243,11.8787
chr2:58274223-58274224,680.908,14.5866,8.64356,13.9257,53.1163,8.742569999999999,43.2673,10.552,9.45792
chr2:58274228-58274229,687.4680000000001,14.3144,8.9901,13.7525,53.1411,8.767330000000001,43.0074,10.5891,9.18564
chr2:58274229-58274230,688.78,14.2599,9.05941,13.7178,53.146,8.77228,42.9554,10.5965,9.13119
chr2:58274259-58274260,727.205,12.7871,10.9554,12.7129,53.2005,8.94802,41.4901,10.9208,7.56683
chr2:58274260-58274261,728.3589999999999,12.7525,11.0025,12.6832,53.1955,8.95545,41.4505,10.9381,7.52228
chr2:58274351-58274352,795.6360000000001,9.9901,13.552,11.1436,50.7153,8.9604,38.599000000000004,13.2005,4.90842
chr2:58274352-58274353,795.3760000000001,9.982669999999999,13.5149,11.1535,50.6262,8.93812,38.5842,13.2426,4.92574
chr2:58274499-58274500,703.322,11.854000000000001,7.896039999999999,12.6188,35.2104,6.2599,33.7871,16.7475,8.10891
chr2:58274555-58274556,589.188,13.8317,6.849010000000001,11.6584,28.5446,6.65842,30.2104,14.4356,7.366339999999999
chr2:58274572-58274573,542.312,14.0842,6.76485,11.0272,27.5347,7.121289999999999,28.9901,13.5099,6.608910000000001
chr2:58274573-58274574,539.554,14.099,6.7599,10.9901,27.4752,7.148510000000001,28.9183,13.4554,6.564360000000001
chr2:58274579-58274580,523.01,14.1881,6.7302,10.7673,27.1188,7.31188,28.4876,13.1287,6.29703
chr2:58274590-58274591,492.67800000000005,14.3515,6.675739999999999,10.3589,26.4653,7.611389999999999,27.698,12.5297,5.80693
chr2:58274620-58274621,395.79699999999997,14.2401,6.41584,9.02475,25.4109,8.2302,25.4604,11.0272,4.60891
chr2:58274862-58274863,52.0866,11.1535,3.96535,6.40594,20.6832,12.1609,15.6832,7.844060000000001,8.84653
chr2:58274866-58274867,52.0866,11.1634,3.87624,6.37624,20.4653,12.25,15.5842,7.834160000000001,8.95545
chr2:58274894-58274895,52.0866,11.2327,3.25248,6.16832,18.9406,12.8738,14.8911,7.76485,9.71782
chr2:58274898-58274899,52.0866,11.2426,3.16337,6.13861,18.7228,12.9629,14.7921,7.75495,9.82673
chr2:58274900-58274901,51.9653,11.245,3.11139,6.12376,18.5891,13.0272,14.7302,7.74752,9.90594
chr2:58274909-58274910,50.1832,11.1782,2.93317,6.10149,18.1658,13.3391,14.4851,7.72525,10.2401
chr2:58274960-58274961,38.7822,10.7401,2.04703,6.13614,16.0173,15.0396,13.0272,7.680689999999999,12.3366
chr2:58274961-58274962,38.4728,10.7277,2.0396,6.14851,15.995,15.0668,12.995,7.685639999999999,12.3911
chr2:58275332-58275333,123.39399999999999,9.84653,3.03465,18.151,15.1856,77.4876,21.7946,38.448,33.8911
chr2:58275363-58275364,136.02700000000002,9.62624,3.02228,17.9257,14.8762,74.854,20.8366,38.5916,32.5965
chr2:58275365-58275366,136.369,9.62624,3.00743,17.8614,14.8762,74.5074,20.7228,38.4975,32.4827
chr2:58275366-58275367,136.54,9.62624,3.0,17.8292,14.8762,74.3342,20.6658,38.4505,32.4257
chr2:58275367-58275368,136.71,9.62624,2.99257,17.797,14.8762,74.1609,20.6089,38.4035,32.3688
chr2:58275374-58275375,137.906,9.62624,2.9405900000000003,17.5718,14.8762,72.94800000000001,20.2104,38.0743,31.9703
chr2:58275393-58275394,141.151,9.62624,2.7995,16.9604,14.8762,69.6559,19.1287,37.1807,30.8886
chr2:58301054-58301055,299.89599999999996,4.61386,3.7623800000000003,34.755,24.6089,6.23515,19.552,3.88861,4.60149
chr2:58301072-58301073,309.252,4.56931,3.8069300000000004,36.2252,24.5644,7.126239999999999,19.7748,3.9331699999999996,4.51238
chr2:58301074-58301075,310.29200000000003,4.56436,3.8118800000000004,36.3886,24.5594,7.22525,19.7995,3.9381199999999996,4.50248
chr2:58301092-58301093,319.649,4.5198,3.85644,37.8589,24.5149,8.11634,20.0223,3.9826699999999997,4.41337
chr2:58301121-58301122,308.205,4.55446,3.7104,38.2698,24.0149,9.35891,19.2574,4.43317,4.37624
chr2:58311440-58311441,22.4035,3.59901,1.6559400000000002,3.5297,11.7525,10.3119,6.35149,2.67822,1.9727700000000001
chr2:58311442-58311443,23.0421,3.57921,1.6757400000000002,3.5495,11.7772,10.401,6.35644,2.69307,1.95297
chr2:58311444-58311445,23.6807,3.5594099999999997,1.69554,3.5693099999999998,11.802,10.4901,6.36139,2.70792,1.93317
chr2:58311445-58311446,24.0,3.5495,1.70545,3.57921,11.8144,10.5347,6.36386,2.71535,1.92327
chr2:58311451-58311452,25.9827,3.5198,1.77475,3.66089,11.849,10.7574,6.39356,2.77228,1.8811900000000001
chr2:58311462-58311463,29.1683,3.62871,1.93812,3.87871,11.7129,10.8391,6.50248,2.90842,1.90842
chr2:58311465-58311466,30.0371,3.6584199999999996,1.9826700000000002,3.9381199999999996,11.6757,10.8614,6.53218,2.9455400000000003,1.9158400000000002
chr2:58311506-58311507,40.995,4.15099,2.49752,4.77475,11.0668,10.9035,6.888610000000001,3.4925699999999997,2.06683
chr2:58311533-58311534,44.5371,4.75248,2.49752,5.37624,10.3317,10.0347,6.95545,3.9604,2.33416
chr2:58326235-58326236,83.3936,3.4678199999999997,2.99752,34.8267,13.8614,47.151,16.8416,20.448,23.8416
chr2:58326243-58326244,90.1658,3.34901,2.99752,35.9356,14.1386,48.8936,17.198,21.3589,24.198
chr2:58326246-58326247,92.7054,3.3044599999999997,2.99752,36.3515,14.2426,49.547,17.3317,21.7005,24.3317
chr2:58326247-58326248,93.552,3.2896,2.99752,36.4901,14.2772,49.7649,17.3762,21.8144,24.3762
chr2:58326248-58326249,94.3985,3.27475,2.99752,36.6287,14.3119,49.9827,17.4208,21.9282,24.4208
chr2:58326384-58326385,136.364,2.46287,3.00743,37.005,15.9678,50.3243,15.8168,30.0668,22.2426
chr2:58326386-58326387,135.671,2.46782,3.02228,36.797,15.9876,50.0421,15.7129,30.0569,22.1485
chr2:58326395-58326396,132.55200000000002,2.4901,3.08911,35.8614,16.0767,48.7723,15.245,30.0124,21.7252
chr2:58349799-58349800,147.601,5.37376,2.72772,44.4777,18.7327,55.401,29.0693,31.5149,33.2748
chr2:58349909-58349910,227.851,7.915839999999999,3.62871,48.8317,22.0891,73.3886,39.505,39.1337,36.4356
chr2:58349911-58349912,226.767,7.9505,3.60396,48.5941,22.1337,73.3193,39.5594,39.0099,36.3465
chr2:58349913-58349914,225.683,7.98515,3.57921,48.3564,22.1782,73.25,39.6139,38.8861,36.2574
chr2:58349917-58349918,223.515,8.05446,3.5297,47.8812,22.2673,73.1114,39.7228,38.6386,36.0792
chr2:58349918-58349919,222.97299999999998,8.07178,3.5173300000000003,47.7624,22.2896,73.0767,39.75,38.5767,36.0347
chr2:58349923-58349924,220.262,8.15842,3.45545,47.1683,22.401,72.9035,39.8861,38.2673,35.8119
chr2:58349930-58349931,216.468,8.2797,3.36881,46.3366,22.5569,72.6609,40.0767,37.8342,35.5
chr2:58385024-58385025,35.396,2.74257,0.8094060000000001,10.2277,13.3762,4.30198,8.41337,5.49257,4.06683
chr2:58385025-58385026,35.9158,2.75743,0.821782,10.2772,13.3762,4.32921,8.4604,5.50743,4.05941
chr2:58385032-58385033,39.5545,2.86139,0.908416,10.6238,13.3762,4.5198,8.7896,5.61139,4.00743
chr2:58385056-58385057,52.9554,3.1905900000000003,1.27475,11.8837,13.3911,5.31931,9.78713,5.97525,3.85891
chr2:58385078-58385079,66.6782,3.4084199999999996,1.76485,13.1361,13.4455,6.35396,10.3317,6.30198,3.8044599999999997
chr2:58385079-58385080,67.30199999999999,3.4183199999999996,1.7871299999999999,13.1931,13.448,6.40099,10.3564,6.31683,3.8019800000000004
chr2:58385174-58385175,99.8936,3.5024800000000003,2.81188,16.6782,10.901,10.3589,9.39109,7.123760000000001,3.37871
chr2:58464935-58464936,86.9629,4.34901,4.39851,13.4876,8.7599,8.30693,9.14851,8.39109,3.97525
chr2:58465090-58465091,425.787,6.96782,6.77228,19.5297,11.8045,12.4653,5.37376,9.62871,8.63119
chr2:58465148-58465149,420.5,5.42574,6.26733,19.0198,11.8762,9.95792,5.25,9.86881,8.87129
chr2:58465152-58465153,413.85900000000004,5.2797,6.18564,18.8391,11.8639,9.71287,5.26485,9.83168,8.80446
chr2:58465177-58465178,359.837,4.41337,5.62871,17.4158,11.7401,8.22772,5.38861,9.4604,8.18564
chr2:58465178-58465179,357.676,4.37871,5.60644,17.3589,11.7351,8.16832,5.39356,9.44554,8.16089
chr2:58465181-58465182,351.19300000000004,4.27475,5.5396,17.1881,11.7203,7.9901,5.40842,9.40099,8.08663
chr2:58675323-58675324,107.809,27.7995,0.742574,5.08911,13.0965,1.8762400000000001,10.8218,7.57178,3.12376
chr2:58675376-58675377,128.686,28.6634,0.940594,4.22772,13.552,2.00743,10.2277,6.910889999999999,2.9257400000000002
chr2:58675377-58675378,128.79,28.651,0.943069,4.21287,13.5495,2.01238,10.2129,6.893560000000001,2.91832
chr2:58675381-58675382,129.205,28.6015,0.9529700000000001,4.1534699999999996,13.5396,2.03218,10.1535,6.824260000000001,2.88861
chr2:58675384-58675385,129.517,28.5644,0.9603959999999999,4.10891,13.5322,2.04703,10.1089,6.77228,2.86634
chr2:58788606-58788607,93.2772,3.5074300000000003,0.0,11.8713,5.45792,40.6881,5.84158,12.4282,18.8936
chr2:58788616-58788617,92.0891,3.33416,0.0,11.5,5.58168,39.1287,5.79208,11.9579,18.3738
chr2:58798544-58798545,232.394,53.6015,4.96782,7.329210000000001,9.98515,2.44307,6.856439999999999,9.59406,4.16832
chr2:58798545-58798546,233.05,53.7995,4.97277,7.358910000000001,10.0099,2.4306900000000002,6.881189999999999,9.62129,4.16089
chr2:58798546-58798547,233.705,53.9975,4.97772,7.388610000000001,10.0347,2.41832,6.905939999999999,9.64851,4.1534699999999996
chr2:58798547-58798548,234.361,54.1955,4.98267,7.41832,10.0594,2.40594,6.930689999999999,9.67574,4.14604
chr2:58798598-58798599,217.25,57.8639,4.39604,8.09901,12.2995,1.41089,7.601489999999999,10.9554,3.64109
chr2:58798603-58798604,211.31900000000002,57.5817,4.2896,8.04703,12.4901,1.35891,7.623760000000001,11.0446,3.5693099999999998
chr2:58798604-58798605,209.894,57.4752,4.26733,8.02723,12.5223,1.35396,7.623760000000001,11.0569,3.5544599999999997
chr2:58916157-58916158,710.3610000000001,10.9233,3.4405900000000003,44.8416,21.6114,135.408,23.6683,66.6535,70.8317
chr2:58916182-58916183,752.193,11.4802,3.25495,43.9752,21.9827,132.376,24.2252,66.0347,70.7698
chr2:58916231-58916232,719.6260000000001,12.2649,3.0495,39.2797,21.4579,119.21799999999999,23.7525,58.6906,64.755
chr2:58958033-58958034,23.6683,2.58168,1.04455,6.873760000000001,7.95545,2.75,6.0396,4.16832,2.33168
chr2:58958035-58958036,24.005,2.57178,1.08416,6.888610000000001,7.9604,2.75,6.03465,4.19307,2.33663
chr2:58958037-58958038,24.3416,2.56188,1.12376,6.9034699999999996,7.96535,2.75,6.0297,4.21782,2.34158
chr2:58958044-58958045,25.5198,2.52723,1.2623799999999998,6.95545,7.98267,2.75,6.01238,4.30446,2.35891
chr2:58958045-58958046,25.6881,2.52228,1.2821799999999999,6.96287,7.98515,2.75,6.0099,4.31683,2.36139
chr2:58958059-58958060,27.2129,2.40347,1.6163399999999999,6.9505,8.00248,2.72525,5.85396,4.4703,2.35149
chr2:58958128-58958129,28.1609,1.7871299999999999,3.0495,6.39356,8.35644,2.5544599999999997,4.75248,4.7302,2.25
chr2:58958132-58958133,27.8738,1.7574299999999998,3.10891,6.34406,8.40594,2.54455,4.68317,4.7104,2.25
chr2:58958137-58958138,27.5149,1.7203,3.18317,6.28218,8.46782,2.53218,4.5965300000000004,4.68564,2.25
chr2:58958138-58958139,27.4431,1.7128700000000001,3.19802,6.2698,8.4802,2.5297,4.57921,4.68069,2.25
chr2:58958150-58958151,26.4728,1.61881,3.37376,6.11634,8.62129,2.5,4.37129,4.60891,2.25743
chr2:58958151-58958152,26.2772,1.6113899999999999,3.37376,6.10396,8.62129,2.5,4.36386,4.58911,2.26485
chr2:58958152-58958153,26.0817,1.60396,3.37376,6.09158,8.62129,2.5,4.35644,4.56931,2.27228
chr2:58958153-58958154,25.8861,1.59653,3.37376,6.07921,8.62129,2.5,4.34901,4.5495,2.2797
chr2:58958748-58958749,272.515,3.9901,4.02723,22.8688,11.7302,9.61139,8.77475,5.36386,3.11634
chr2:58958766-58958767,278.916,3.87376,3.75,23.2822,12.0817,9.66584,8.41832,5.49752,3.20792
chr2:58958788-58958789,284.579,3.7104,3.4232699999999996,23.6634,12.5173,9.7203,7.98267,5.66089,3.3168300000000004
chr2:58985336-58985337,387.418,11.6683,22.2847,21.005,24.8812,60.25,15.6906,22.1238,27.9356
chr2:58989473-58989474,179.683,50.2698,2.54703,5.60396,13.8837,2.70545,12.7401,5.39109,5.93317
chr2:58989474-58989475,180.33900000000003,50.4554,2.5594099999999997,5.61881,13.8787,2.73515,12.745,5.42327,5.93564
chr2:58989475-58989476,180.995,50.6411,2.57178,5.63366,13.8738,2.76485,12.75,5.45545,5.93812
chr2:58989567-58989568,180.532,55.9554,4.34158,6.65842,14.1312,4.49752,11.25,8.2599,5.61881
chr2:58989576-58989577,171.97799999999998,54.9307,4.45297,6.613860000000001,14.198,4.49752,10.8713,8.39356,5.55198
chr2:58989579-58989580,169.12599999999998,54.5891,4.4901,6.599010000000001,14.2203,4.49752,10.745,8.43812,5.5297
chr2:59119304-59119305,29.8366,4.07921,3.39851,3.45545,6.861389999999999,3.5074300000000003,1.8762400000000001,3.2821800000000003,3.25
chr2:59119305-59119306,29.9381,4.06931,3.4034699999999996,3.4727699999999997,6.858910000000001,3.5099,1.8762400000000001,3.26238,3.25
chr2:59119309-59119310,30.3441,4.0297,3.4232699999999996,3.5420800000000003,6.849010000000001,3.5198,1.8762400000000001,3.18317,3.25
chr2:59119310-59119311,30.4455,4.0198,3.4282199999999996,3.5594099999999997,6.8465300000000004,3.5222800000000003,1.8762400000000001,3.16337,3.25
chr2:59119311-59119312,30.546999999999997,4.0099,3.4331699999999996,3.5767300000000004,6.844060000000001,3.52475,1.8762400000000001,3.14356,3.25
chr2:59128039-59128040,7.25743,2.22277,1.94802,2.4802,5.2599,2.4901,4.94307,5.55941,0.831683
chr2:59128041-59128042,7.30198,2.22772,1.95792,2.4604,5.23515,2.51485,4.88366,5.52475,0.816832
chr2:59128074-59128075,7.25,2.18812,2.0594099999999997,2.13119,5.00248,2.62376,3.82921,4.76238,0.75
