0,be58cf76d97b-1440317_H3K27ac_H2_D3.all,83c5ee70b54c-Hudep2_ATAC,ff172dc44bae-1686607_H2_ABEmax_RNAseq.all,a5827a3aed28-Hudep2_D3_merged_CTCF.all,0e736a158439-Hudep2_BCL11A,f4de4caca3a7-1440315_H3K27me3_H2_D3.all,9c840e19bbed-Hudep2_D0_GATA1.all,f0663efdfef9-HUDEP2_LRF_CHIP,50d97c7d24d1-1788283_H2_ABEmax.all,7f7f32ae893c-Hudep2_D3_merged_GATA1.all,239c569c6374-Hudep2_D3_merged_KLF1.all,6af40841b8aa-1440311_H3K9me3_H2_D3.all,b9695d26860d-Hudep2_D3_merged_LDB1.all,188da58c07d8-1440307_H3K4me1_H2_D3.all,5f7c070fdda9-Hudep2_D3_merged_TAL1.all,35630c3a763e-1440313_H3K9ac_H2_D3.all,5ce8a22e939d-1440319_H3K36me3_H2_D3.all,0bf9f8a97328-1440309_H3K4me3_H2_D3.all
chr2:60784361-60784362,11.5,211.75,0.0,9.5,5.75,1.25,9.0,54.5,0.0,16.75,20.5,0.75,4.5,3.5,5.5,5.75,1.25,35.0
chr2:60784364-60784365,11.5,211.75,0.0,9.5,5.75,1.25,9.0,54.5,0.0,16.75,20.5,0.75,4.5,3.5,5.5,5.75,1.25,35.0
chr2:60784411-60784412,10.0,282.5,0.25,9.5,6.75,1.5,11.75,59.5,0.25,16.75,22.5,0.5,5.5,3.5,5.25,5.75,0.5,38.25
chr2:60784460-60784461,8.75,283.0,1.0,9.75,6.0,1.75,14.5,59.0,0.5,16.0,23.5,0.75,6.75,4.0,4.5,5.25,0.25,41.5
chr2:60784637-60784638,8.0,89.0,5.25,10.75,4.0,1.25,13.5,32.75,2.0,12.75,13.5,1.0,7.25,4.25,5.75,4.25,1.0,30.25
chr2:60784639-60784640,8.0,89.0,5.25,10.75,4.0,1.25,13.5,32.75,2.0,12.75,13.5,1.0,7.25,4.25,5.75,4.25,1.0,30.25
chr2:60784641-60784642,8.0,89.0,5.25,10.75,4.0,1.25,13.5,32.75,2.0,12.75,13.5,1.0,7.25,4.25,5.75,4.25,1.0,30.25
chr2:60784646-60784647,7.81818,86.0909,5.29545,10.6591,3.86364,1.25,13.0455,31.9318,2.0,12.6136,13.2273,0.9545450000000001,7.113639999999999,4.38636,5.79545,4.34091,1.0,29.25
chr2:60784647-60784648,7.72727,84.6364,5.31818,10.6136,3.79545,1.25,12.8182,31.5227,2.0,12.5455,13.0909,0.931818,7.04545,4.45455,5.81818,4.38636,1.0,28.75
chr2:60784694-60784695,7.0,73.0,5.5,10.25,3.25,1.25,11.0,28.25,2.0,12.0,12.0,0.75,6.5,5.0,6.0,4.75,1.0,24.75
chr2:60784709-60784710,7.0,55.0,4.5,9.25,2.25,1.75,8.75,26.25,1.5,12.0,13.75,0.25,6.0,5.0,6.0,6.0,1.0,23.25
chr2:60784722-60784723,7.0,55.0,4.5,9.25,2.25,1.75,8.75,26.25,1.5,12.0,13.75,0.25,6.0,5.0,6.0,6.0,1.0,23.25
chr2:60784723-60784724,7.0,55.0,4.5,9.25,2.25,1.75,8.75,26.25,1.5,12.0,13.75,0.25,6.0,5.0,6.0,6.0,1.0,23.25
chr2:60788099-60788100,1.9090900000000002,166.31799999999998,0.0,56.8182,0.8863639999999999,1.47727,9.56818,17.3409,0.0,6.97727,14.0,1.77273,5.06818,3.54545,4.27273,2.18182,3.36364,3.84091
chr2:60792761-60792762,1.5,115.5,0.0,60.75,1.0,2.0,1.25,9.25,0.0,6.25,7.25,0.25,2.5,6.25,4.25,3.5,2.0,1.25
chr2:60792771-60792772,1.5,115.5,0.0,60.75,1.0,2.0,1.25,9.25,0.0,6.25,7.25,0.25,2.5,6.25,4.25,3.5,2.0,1.25
chr2:60792845-60792846,1.52273,125.568,0.0,64.7727,1.54545,2.25,1.77273,9.81818,0.0,6.70455,5.68182,0.795455,3.36364,5.09091,4.70455,2.97727,1.9090900000000002,1.22727
chr2:60809100-60809101,2.11364,434.659,0.0,167.955,2.34091,3.09091,5.77273,30.5909,0.0,6.97727,24.0455,1.6590900000000002,10.2955,6.56818,11.0682,6.613639999999999,2.77273,19.0455
chr2:60809103-60809104,2.04545,435.61400000000003,0.0,174.43200000000002,2.13636,2.88636,5.90909,31.1364,0.0,7.590910000000001,24.3182,1.8636400000000002,9.81818,6.22727,11.4773,6.54545,2.90909,19.3182
chr2:60809104-60809105,2.02273,435.93199999999996,0.0,176.59099999999998,2.06818,2.81818,5.95455,31.3182,0.0,7.79545,24.4091,1.93182,9.659089999999999,6.11364,11.6136,6.52273,2.95455,19.4091
chr2:60816413-60816414,0.5,46.0,0.0,5.0,1.0,3.0,8.75,11.5,0.0,10.75,10.0,2.0,4.5,2.0,1.25,1.75,0.25,0.25
chr2:60816421-60816422,0.5,46.0,0.0,5.0,1.0,3.0,8.75,11.5,0.0,10.75,10.0,2.0,4.5,2.0,1.25,1.75,0.25,0.25
chr2:60816475-60816476,1.0,51.0,0.0,4.5,0.5,2.5,8.75,11.75,0.0,12.0,10.5,2.0,3.75,2.25,1.25,2.0,0.0,0.75
chr2:60816482-60816483,1.0,51.0,0.0,4.5,0.5,2.5,8.75,11.75,0.0,12.0,10.5,2.0,3.75,2.25,1.25,2.0,0.0,0.75
chr2:60816483-60816484,1.0,51.0,0.0,4.5,0.5,2.5,8.75,11.75,0.0,12.0,10.5,2.0,3.75,2.25,1.25,2.0,0.0,0.75
chr2:60816484-60816485,1.0,51.0,0.0,4.5,0.5,2.5,8.75,11.75,0.0,12.0,10.5,2.0,3.75,2.25,1.25,2.0,0.0,0.75
chr2:60816486-60816487,1.0,51.0,0.0,4.5,0.5,2.5,8.75,11.75,0.0,12.0,10.5,2.0,3.75,2.25,1.25,2.0,0.0,0.75
chr2:60816487-60816488,1.0,51.0,0.0,4.5,0.5,2.5,8.75,11.75,0.0,12.0,10.5,2.0,3.75,2.25,1.25,2.0,0.0,0.75
chr2:60816492-60816493,1.0,51.0,0.0,4.5,0.5,2.5,8.75,11.75,0.0,12.0,10.5,2.0,3.75,2.25,1.25,2.0,0.0,0.75
chr2:60816493-60816494,1.0,51.0,0.0,4.5,0.5,2.5,8.75,11.75,0.0,12.0,10.5,2.0,3.75,2.25,1.25,2.0,0.0,0.75
chr2:60816494-60816495,1.0,51.0,0.0,4.5,0.5,2.5,8.75,11.75,0.0,12.0,10.5,2.0,3.75,2.25,1.25,2.0,0.0,0.75
chr2:60816495-60816496,1.02273,50.3864,0.0,4.43182,0.454545,2.5,8.70455,11.5,0.0,11.9773,10.4545,2.02273,3.70455,2.20455,1.20455,1.97727,0.0454545,0.818182
chr2:60823766-60823767,2.25,300.25,0.25,6.0,6.0,0.75,17.75,18.25,0.0,43.25,20.0,2.25,17.5,4.0,26.75,3.75,0.25,3.75
chr2:60869631-60869632,1.75,48.5,0.0,55.0,0.0,2.75,5.0,12.25,0.0,1.0,4.25,2.25,6.75,1.25,2.75,1.5,1.75,2.25
chr2:60901816-60901817,3.25,331.0,0.0,57.0,1.0,1.75,5.75,17.0,0.0,2.25,7.0,0.75,4.75,8.25,5.25,2.75,0.5,2.0
chr2:60901817-60901818,3.25,331.0,0.0,57.0,1.0,1.75,5.75,17.0,0.0,2.25,7.0,0.75,4.75,8.25,5.25,2.75,0.5,2.0
chr2:60901828-60901829,3.25,331.0,0.0,57.0,1.0,1.75,5.75,17.0,0.0,2.25,7.0,0.75,4.75,8.25,5.25,2.75,0.5,2.0
chr2:60901835-60901836,3.25,331.0,0.0,57.0,1.0,1.75,5.75,17.0,0.0,2.25,7.0,0.75,4.75,8.25,5.25,2.75,0.5,2.0
chr2:60901898-60901899,2.84091,438.63599999999997,0.0,65.0455,3.06818,2.61364,5.38636,16.9545,0.0,1.6590900000000002,8.727269999999999,0.840909,3.90909,7.636360000000001,9.06818,3.75,0.931818,1.06818
chr2:60901899-60901900,2.86364,436.295,0.0,64.9318,3.27273,2.70455,5.29545,16.8182,0.0,1.63636,8.909089999999999,0.8636360000000001,3.88636,7.54545,9.272730000000001,3.75,0.977273,1.02273
chr2:61068087-61068088,0.25,10.25,0.0,4.0,2.5,3.25,2.75,3.25,0.0,1.75,1.0,1.0,4.0,3.25,0.5,1.0,0.0,1.25
chr2:61068192-61068193,0.5,10.25,0.0,3.25,3.0,3.5,4.5,3.0,0.0,1.0,2.75,1.0,4.5,1.5,0.5,1.75,0.5,0.5
chr2:61076442-61076443,1.75,11.0,0.0,2.0,0.0,0.5,2.25,4.5,0.0,2.75,6.0,1.5,1.5,1.25,1.5,1.5,1.0,0.75
chr2:61076452-61076453,1.75,15.3636,0.0,2.36364,0.0,0.136364,2.25,4.68182,0.0,2.93182,6.0,1.31818,2.40909,1.79545,1.5,1.68182,1.0,0.568182
chr2:61076570-61076571,1.0,17.0,0.0,2.25,0.5,0.25,1.75,5.25,0.0,2.25,6.25,0.75,7.25,3.25,2.0,1.25,0.75,0.5
chr2:61076571-61076572,1.0,17.0,0.0,2.25,0.5,0.25,1.75,5.25,0.0,2.25,6.25,0.75,7.25,3.25,2.0,1.25,0.75,0.5
chr2:61076581-61076582,1.0,17.0,0.0,2.25,0.5,0.25,1.75,5.25,0.0,2.25,6.25,0.75,7.25,3.25,2.0,1.25,0.75,0.5
chr2:61076590-61076591,1.0,17.0,0.0,2.25,0.5,0.25,1.75,5.25,0.0,2.25,6.25,0.75,7.25,3.25,2.0,1.25,0.75,0.5
chr2:61076595-61076596,0.977273,16.4545,0.0,2.27273,0.545455,0.272727,1.81818,5.36364,0.0,2.15909,6.29545,0.704545,7.363639999999999,3.25,1.97727,1.27273,0.818182,0.522727
chr2:61076597-61076598,0.931818,15.3636,0.0,2.31818,0.636364,0.318182,1.95455,5.59091,0.0,1.97727,6.38636,0.613636,7.590910000000001,3.25,1.93182,1.31818,0.9545450000000001,0.568182
chr2:61112121-61112122,5.5,15.75,1.25,9.75,4.5,0.75,11.0,12.5,1.0,7.5,7.0,2.75,7.75,9.75,3.5,6.0,2.25,18.5
chr2:61112127-61112128,5.5,15.75,1.25,9.75,4.5,0.75,11.0,12.5,1.0,7.5,7.0,2.75,7.75,9.75,3.5,6.0,2.25,18.5
chr2:61112128-61112129,5.5,15.75,1.25,9.75,4.5,0.75,11.0,12.5,1.0,7.5,7.0,2.75,7.75,9.75,3.5,6.0,2.25,18.5
chr2:61112129-61112130,5.5,15.75,1.25,9.75,4.5,0.75,11.0,12.5,1.0,7.5,7.0,2.75,7.75,9.75,3.5,6.0,2.25,18.5
chr2:61112252-61112253,9.727269999999999,45.2955,2.0,9.227269999999999,5.93182,1.0,11.5227,14.4318,1.97727,9.477269999999999,11.5909,1.27273,6.75,9.977269999999999,3.0,4.70455,3.13636,14.9318
chr6:135373035-135373036,8.25,88.5,19.0,7.25,1.5,1.75,17.75,19.75,18.75,13.5,12.75,2.75,7.5,11.25,7.5,7.25,9.0,11.5
chr6:135373044-135373045,8.25,88.5,19.0,7.25,1.5,1.75,17.75,19.75,18.75,13.5,12.75,2.75,7.5,11.25,7.5,7.25,9.0,11.5
chr6:135373045-135373046,8.159089999999999,90.5455,18.7273,7.363639999999999,1.63636,1.75,17.9091,19.75,18.75,13.6136,12.8409,2.72727,7.56818,11.2727,7.56818,7.159089999999999,8.88636,11.7727
chr6:135373046-135373047,8.06818,92.5909,18.4545,7.47727,1.77273,1.75,18.0682,19.75,18.75,13.7273,12.9318,2.70455,7.636360000000001,11.2955,7.636360000000001,7.06818,8.772730000000001,12.0455
chr6:135373047-135373048,7.97727,94.6364,18.1818,7.590910000000001,1.9090900000000002,1.75,18.2273,19.75,18.75,13.8409,13.0227,2.68182,7.70455,11.3182,7.70455,6.97727,8.659089999999999,12.3182
chr6:135373054-135373055,7.340910000000001,108.955,16.2727,8.38636,2.86364,1.75,19.3409,19.75,18.75,14.6364,13.6591,2.52273,8.18182,11.4773,8.18182,6.34091,7.863639999999999,14.2273
chr6:135375445-135375446,43.9091,202.386,34.1136,24.3864,3.59091,3.79545,17.7955,56.5682,48.0227,20.6818,43.4318,5.36364,21.2273,2.75,11.0909,19.75,11.5,91.6136
chr6:135375472-135375473,43.0,293.75,32.75,25.75,4.5,4.25,20.75,67.25,40.75,22.5,55.25,4.0,26.0,2.75,12.0,22.25,11.5,90.25
chr6:135375473-135375474,43.0,293.75,32.75,25.75,4.5,4.25,20.75,67.25,40.75,22.5,55.25,4.0,26.0,2.75,12.0,22.25,11.5,90.25
chr6:135375474-135375475,43.0,293.75,32.75,25.75,4.5,4.25,20.75,67.25,40.75,22.5,55.25,4.0,26.0,2.75,12.0,22.25,11.5,90.25
chr6:135375476-135375477,43.0,293.75,32.75,25.75,4.5,4.25,20.75,67.25,40.75,22.5,55.25,4.0,26.0,2.75,12.0,22.25,11.5,90.25
chr6:135375498-135375499,43.3636,316.38599999999997,32.9318,25.4773,4.5,3.97727,21.75,70.9773,40.5682,24.3182,59.25,3.54545,27.4545,3.11364,13.0909,23.3409,11.5,91.0682
chr6:135375506-135375507,44.0,356.0,33.25,25.0,4.5,3.5,23.5,77.5,40.25,27.5,66.25,2.75,30.0,3.75,15.0,25.25,11.5,92.5
chr6:135375507-135375508,44.0,356.0,33.25,25.0,4.5,3.5,23.5,77.5,40.25,27.5,66.25,2.75,30.0,3.75,15.0,25.25,11.5,92.5
chr6:135375527-135375528,44.0,356.0,33.25,25.0,4.5,3.5,23.5,77.5,40.25,27.5,66.25,2.75,30.0,3.75,15.0,25.25,11.5,92.5
chr6:135375536-135375537,44.0,356.0,33.25,25.0,4.5,3.5,23.5,77.5,40.25,27.5,66.25,2.75,30.0,3.75,15.0,25.25,11.5,92.5
chr6:135376009-135376010,26.75,1982.75,363.0,34.5,59.0,3.75,44.5,82.0,343.25,120.0,341.25,2.75,32.25,4.75,35.75,19.5,11.5,105.25
chr6:135376055-135376056,28.5,1867.25,72.25,31.25,54.25,4.25,40.25,75.75,85.0,102.25,338.0,3.0,30.75,5.25,39.0,18.5,10.5,104.75
chr6:135376477-135376478,39.25,643.0,8.25,21.0,9.75,5.25,13.25,52.0,8.5,23.5,77.25,4.75,14.25,5.25,22.5,14.75,8.5,104.25
chr6:135376527-135376528,45.75,755.75,8.5,23.25,10.5,5.0,13.5,49.0,7.0,25.75,65.25,5.0,10.0,6.25,22.75,10.5,7.75,102.25
chr6:135376544-135376545,45.75,755.75,8.5,23.25,10.5,5.0,13.5,49.0,7.0,25.75,65.25,5.0,10.0,6.25,22.75,10.5,7.75,102.25
chr6:135395074-135395075,11.0,297.5,1.5,15.75,3.5,3.5,53.75,37.25,0.25,94.25,48.5,6.75,26.75,12.0,26.5,9.25,5.5,12.25
chr6:135395075-135395076,11.0,297.5,1.5,15.75,3.5,3.5,53.75,37.25,0.25,94.25,48.5,6.75,26.75,12.0,26.5,9.25,5.5,12.25
chr6:135395076-135395077,11.0,297.5,1.5,15.75,3.5,3.5,53.75,37.25,0.25,94.25,48.5,6.75,26.75,12.0,26.5,9.25,5.5,12.25
chr6:135395716-135395717,22.25,86.0,0.0,17.0,1.75,3.75,34.0,27.0,4.75,38.75,38.25,1.75,18.0,10.5,14.5,11.0,3.5,19.5
chr6:135395717-135395718,22.25,86.0,0.0,17.0,1.75,3.75,34.0,27.0,4.75,38.75,38.25,1.75,18.0,10.5,14.5,11.0,3.5,19.5
chr6:135395726-135395727,22.25,86.0,0.0,17.0,1.75,3.75,34.0,27.0,4.75,38.75,38.25,1.75,18.0,10.5,14.5,11.0,3.5,19.5
chr6:135396287-135396288,25.25,102.5,1.75,48.25,3.75,2.75,20.25,34.25,1.25,20.0,34.75,3.25,19.25,12.5,10.0,10.75,1.75,9.75
chr6:135396298-135396299,24.9773,120.227,1.38636,49.8864,3.47727,3.11364,19.5227,35.0682,1.06818,19.3636,33.5682,3.4318199999999996,18.7955,13.1364,9.727269999999999,10.8409,1.75,9.56818
chr6:135396360-135396361,20.5,165.0,0.25,49.75,2.75,3.25,15.25,35.5,0.75,15.75,28.75,4.5,15.0,15.75,8.75,10.75,2.5,10.0
chr6:135396364-135396365,20.5,165.0,0.25,49.75,2.75,3.25,15.25,35.5,0.75,15.75,28.75,4.5,15.0,15.75,8.75,10.75,2.5,10.0
chr6:135408716-135408717,6.0,58.5,0.0,16.0,5.25,0.25,9.5,24.75,0.0,3.5,6.75,3.5,9.75,3.25,3.5,4.25,2.25,2.75
chr6:135408724-135408725,6.0,58.5,0.0,16.0,5.25,0.25,9.5,24.75,0.0,3.5,6.75,3.5,9.75,3.25,3.5,4.25,2.25,2.75
chr6:135409145-135409146,8.11364,52.8182,0.0,8.04545,2.95455,1.56818,5.81818,14.6136,0.0,4.52273,13.7955,3.79545,13.0455,6.25,6.20455,3.0,4.27273,3.70455
chr6:135409152-135409153,7.159089999999999,58.5455,0.0,8.36364,2.63636,2.04545,6.29545,13.6591,0.0,4.68182,14.1136,4.11364,13.3636,8.0,5.88636,3.0,4.43182,3.38636
chr6:135409180-135409181,6.75,61.0,0.0,8.5,2.5,2.25,6.5,13.25,0.0,4.75,14.25,4.25,13.5,8.75,5.75,3.0,4.5,3.25
chr6:135410147-135410148,10.9773,185.18200000000002,0.0,18.8409,4.45455,1.5,8.29545,20.6818,0.0,12.8636,21.75,1.8409099999999998,14.0682,12.3864,10.1591,6.840910000000001,3.5,4.13636
chr6:135410173-135410174,10.25,183.0,0.0,21.75,5.0,1.5,7.75,22.5,0.0,12.5,21.75,2.75,14.25,12.75,11.25,5.75,3.5,4.5
chr6:135410178-135410179,10.25,183.0,0.0,21.75,5.0,1.5,7.75,22.5,0.0,12.5,21.75,2.75,14.25,12.75,11.25,5.75,3.5,4.5
chr6:135410620-135410621,9.75,429.5,0.0,141.75,16.0,1.25,37.25,39.5,0.0,100.0,42.5,2.0,56.5,12.0,38.25,5.5,2.5,10.0
chr6:135410621-135410622,9.75,429.5,0.0,141.75,16.0,1.25,37.25,39.5,0.0,100.0,42.5,2.0,56.5,12.0,38.25,5.5,2.5,10.0
chr6:135410623-135410624,9.75,429.5,0.0,141.75,16.0,1.25,37.25,39.5,0.0,100.0,42.5,2.0,56.5,12.0,38.25,5.5,2.5,10.0
chr6:135410639-135410640,9.75,429.5,0.0,141.75,16.0,1.25,37.25,39.5,0.0,100.0,42.5,2.0,56.5,12.0,38.25,5.5,2.5,10.0
chr6:135410650-135410651,9.75,448.727,0.272727,133.295,15.7273,1.79545,35.3409,38.4091,0.0,100.40899999999999,43.7273,1.8636400000000002,56.7727,11.1818,39.0682,5.22727,2.63636,8.772730000000001
chr6:135410653-135410654,9.75,458.341,0.409091,129.06799999999998,15.5909,2.06818,34.3864,37.8636,0.0,100.61399999999999,44.3409,1.79545,56.9091,10.7727,39.4773,5.09091,2.70455,8.159089999999999
chr6:135410654-135410655,9.75,461.545,0.454545,127.65899999999999,15.5455,2.15909,34.0682,37.6818,0.0,100.682,44.5455,1.77273,56.9545,10.6364,39.6136,5.04545,2.72727,7.95455
chr6:135410655-135410656,9.75,464.75,0.5,126.25,15.5,2.25,33.75,37.5,0.0,100.75,44.75,1.75,57.0,10.5,39.75,5.0,2.75,7.75
chr6:135410657-135410658,9.75,464.75,0.5,126.25,15.5,2.25,33.75,37.5,0.0,100.75,44.75,1.75,57.0,10.5,39.75,5.0,2.75,7.75
chr6:135410684-135410685,9.75,464.75,0.5,126.25,15.5,2.25,33.75,37.5,0.0,100.75,44.75,1.75,57.0,10.5,39.75,5.0,2.75,7.75
chr6:135410691-135410692,9.75,464.75,0.5,126.25,15.5,2.25,33.75,37.5,0.0,100.75,44.75,1.75,57.0,10.5,39.75,5.0,2.75,7.75
chr6:135410694-135410695,9.75,464.75,0.5,126.25,15.5,2.25,33.75,37.5,0.0,100.75,44.75,1.75,57.0,10.5,39.75,5.0,2.75,7.75
chr6:135412138-135412139,4.25,59.5,0.0,11.5,2.0,3.0,9.75,25.5,0.0,8.5,11.75,1.5,8.25,5.75,7.0,3.75,2.25,3.5
chr6:135412141-135412142,4.25,59.5,0.0,11.5,2.0,3.0,9.75,25.5,0.0,8.5,11.75,1.5,8.25,5.75,7.0,3.75,2.25,3.5
chr6:135412142-135412143,4.25,59.5,0.0,11.5,2.0,3.0,9.75,25.5,0.0,8.5,11.75,1.5,8.25,5.75,7.0,3.75,2.25,3.5
chr6:135412147-135412148,3.84091,69.1818,0.0,11.8409,2.0,3.61364,9.340910000000001,26.3182,0.0,8.5,11.4773,1.36364,8.11364,5.27273,7.0,4.09091,2.31818,3.4318199999999996
chr6:135412148-135412149,3.70455,72.4091,0.0,11.9545,2.0,3.8181800000000004,9.20455,26.5909,0.0,8.5,11.3864,1.31818,8.06818,5.11364,7.0,4.20455,2.34091,3.40909
chr6:135412151-135412152,3.29545,82.0909,0.0,12.2955,2.0,4.43182,8.79545,27.4091,0.0,8.5,11.1136,1.18182,7.93182,4.63636,7.0,4.54545,2.40909,3.34091
chr6:135412174-135412175,2.75,95.0,0.0,12.75,2.0,5.25,8.25,28.5,0.0,8.5,10.75,1.0,7.75,4.0,7.0,5.0,2.5,3.25
chr6:135414889-135414890,6.5,362.25,1.5,8.75,54.75,1.0,44.5,41.25,3.0,81.0,78.25,3.5,26.25,4.75,25.25,7.25,3.0,7.0
chr6:135418387-135418388,14.25,464.5,4.75,13.5,18.5,6.75,124.0,46.25,5.5,149.0,199.5,3.75,81.75,14.25,96.0,9.75,2.75,25.5
chr6:135418394-135418395,14.25,464.5,4.75,13.5,18.5,6.75,124.0,46.25,5.5,149.0,199.5,3.75,81.75,14.25,96.0,9.75,2.75,25.5
chr6:135418405-135418406,12.25,557.25,4.5,15.25,22.75,5.25,142.5,45.75,4.25,170.5,250.25,3.0,95.0,15.75,108.25,10.25,3.25,25.5
chr6:135418415-135418416,12.25,557.25,4.5,15.25,22.75,5.25,142.5,45.75,4.25,170.5,250.25,3.0,95.0,15.75,108.25,10.25,3.25,25.5
chr6:135418416-135418417,12.25,557.25,4.5,15.25,22.75,5.25,142.5,45.75,4.25,170.5,250.25,3.0,95.0,15.75,108.25,10.25,3.25,25.5
chr6:135418460-135418461,10.0,565.75,3.75,17.25,23.5,3.5,146.75,41.5,3.5,192.25,287.5,2.75,103.25,14.75,113.0,10.25,2.75,25.25
chr6:135418464-135418465,10.0,565.75,3.75,17.25,23.5,3.5,146.75,41.5,3.5,192.25,287.5,2.75,103.25,14.75,113.0,10.25,2.75,25.25
chr6:135418465-135418466,10.0,565.75,3.75,17.25,23.5,3.5,146.75,41.5,3.5,192.25,287.5,2.75,103.25,14.75,113.0,10.25,2.75,25.25
chr6:135419592-135419593,6.75,463.75,0.25,13.5,5.75,2.75,19.75,32.5,2.0,64.25,52.5,2.0,35.5,7.5,38.0,3.75,2.5,7.5
chr6:135419599-135419600,6.97727,492.61400000000003,0.136364,13.8409,6.31818,2.97727,19.4091,31.4773,2.34091,65.7273,54.2045,1.54545,35.2727,6.93182,38.6818,3.40909,2.61364,6.81818
chr6:135422278-135422279,6.75,37.5,0.0,6.75,2.25,2.0,4.75,13.5,0.0,2.0,7.25,3.0,5.0,2.5,2.75,1.75,1.5,1.5
chr6:135422279-135422280,6.75,37.5,0.0,6.75,2.25,2.0,4.75,13.5,0.0,2.0,7.25,3.0,5.0,2.5,2.75,1.75,1.5,1.5
chr6:135424144-135424145,5.0,16.75,2.0,4.5,2.5,1.0,4.0,13.0,4.0,6.0,6.75,1.5,10.25,8.0,6.5,3.5,5.75,2.5
chr6:135424146-135424147,5.0,19.7955,2.0,4.54545,2.5,0.9545450000000001,4.04545,12.8182,4.0,5.90909,6.93182,1.36364,10.0227,7.81818,6.5,3.45455,5.84091,2.5
chr6:135424292-135424293,4.5,50.25,0.0,3.5,1.5,1.5,4.5,14.25,0.0,7.0,10.5,1.5,9.0,5.5,7.0,2.5,6.5,1.0
chr6:135424301-135424302,3.54545,42.9318,0.0,2.86364,0.8636360000000001,1.5,4.81818,15.5227,0.0,6.68182,10.8182,1.6590900000000002,8.840910000000001,5.5,7.0,2.34091,6.34091,1.0
chr6:135424302-135424303,3.40909,41.8864,0.0,2.77273,0.772727,1.5,4.86364,15.7045,0.0,6.636360000000001,10.8636,1.68182,8.81818,5.5,7.0,2.31818,6.31818,1.0
chr6:135424303-135424304,3.27273,40.8409,0.0,2.68182,0.681818,1.5,4.90909,15.8864,0.0,6.590910000000001,10.9091,1.70455,8.79545,5.5,7.0,2.29545,6.29545,1.0
chr6:135426579-135426580,3.5,11.75,0.0,7.25,1.75,2.0,6.75,15.75,0.0,3.5,6.75,1.25,5.25,6.75,4.5,4.5,5.25,2.75
chr6:135426620-135426621,4.0,18.75,0.0,9.25,2.0,2.5,7.75,17.25,0.0,5.75,4.75,2.25,5.75,6.25,4.25,3.25,5.0,3.75
chr6:135426639-135426640,4.0,18.75,0.0,9.25,2.0,2.5,7.75,17.25,0.0,5.75,4.75,2.25,5.75,6.25,4.25,3.25,5.0,3.75
chr6:135426648-135426649,4.09091,20.0227,0.0,9.43182,2.27273,2.40909,7.75,17.7045,0.0,6.56818,4.38636,2.43182,6.02273,6.43182,4.15909,3.25,4.81818,4.29545
chr6:135426651-135426652,4.15909,20.9773,0.0,9.56818,2.47727,2.34091,7.75,18.0455,0.0,7.18182,4.11364,2.56818,6.22727,6.56818,4.09091,3.25,4.68182,4.70455
chr6:135426682-135426683,4.25,22.25,0.0,9.75,2.75,2.25,7.75,18.5,0.0,8.0,3.75,2.75,6.5,6.75,4.0,3.25,4.5,5.25
chr6:135429989-135429990,7.25,11.0,1.25,5.25,0.5,2.5,17.25,16.25,0.0,6.25,12.75,2.75,8.5,6.5,4.0,2.0,3.0,4.25
chr6:135430027-135430028,5.75,16.0,1.5,5.25,1.5,1.25,19.5,18.5,0.0,7.0,13.25,3.75,9.0,5.5,3.25,3.0,3.75,3.75
chr6:135430034-135430035,5.75,16.0,1.5,5.25,1.5,1.25,19.5,18.5,0.0,7.0,13.25,3.75,9.0,5.5,3.25,3.0,3.75,3.75
chr6:135430036-135430037,5.75,16.0,1.5,5.25,1.5,1.25,19.5,18.5,0.0,7.0,13.25,3.75,9.0,5.5,3.25,3.0,3.75,3.75
chr6:135430039-135430040,5.75,16.0,1.5,5.25,1.5,1.25,19.5,18.5,0.0,7.0,13.25,3.75,9.0,5.5,3.25,3.0,3.75,3.75
chr6:135430040-135430041,5.75,16.0,1.5,5.25,1.5,1.25,19.5,18.5,0.0,7.0,13.25,3.75,9.0,5.5,3.25,3.0,3.75,3.75
chr6:135430041-135430042,5.75,16.0,1.5,5.25,1.5,1.25,19.5,18.5,0.0,7.0,13.25,3.75,9.0,5.5,3.25,3.0,3.75,3.75
chr6:135430042-135430043,5.75,16.0,1.5,5.25,1.5,1.25,19.5,18.5,0.0,7.0,13.25,3.75,9.0,5.5,3.25,3.0,3.75,3.75
chr6:135430045-135430046,5.70455,16.0,1.47727,5.29545,1.63636,1.18182,19.5909,18.6136,0.0,7.06818,13.2273,3.77273,9.0,5.56818,3.25,3.09091,3.75,3.8181800000000004
chr6:135431506-135431507,10.0,1396.0,0.0,22.75,115.5,2.5,268.25,70.75,0.0,339.5,124.0,5.75,146.25,18.5,202.0,7.0,5.5,9.75
chr6:135431508-135431509,10.0,1396.0,0.0,22.75,115.5,2.5,268.25,70.75,0.0,339.5,124.0,5.75,146.25,18.5,202.0,7.0,5.5,9.75
chr6:135431563-135431564,9.25,1177.75,0.0,22.25,86.75,2.75,260.0,68.75,0.0,336.5,129.75,7.5,145.0,17.25,203.5,6.0,6.5,7.25
chr6:135431564-135431565,9.25,1177.75,0.0,22.25,86.75,2.75,260.0,68.75,0.0,336.5,129.75,7.5,145.0,17.25,203.5,6.0,6.5,7.25
